# BC03 Models to compute stellar masses
# Vanilla-flavoured cosmology Om=0.3,OL=0.7,h_0=0.7
# (1): Redshift
# (2): Distance Modulus
# (3): Age of Universe at redshift (Gyr)
# (4): SDSS-i magnitude (AB) of 1Msun of 0.5 Gyr population
# (5):   Actual mass at time 0.5 Gyr
# (6): SDSS-i magnitude (AB) of 1Msun of 2 Gyr population
# (7):   Actual mass at time 2 Gyr
# (8): SDSS-i magnitude (AB) of 1Msun of tU population
# (9):   Actual mass at time tU 
# Salpeter IMF
# (1)    (2)     (3)     (4)     (5)       (6)     (7)      (8)     (9)
1.2535  44.707   4.868  49.823  0.814377  51.631  0.783210  52.781  0.774817
1.2737  44.750   4.807  49.880  0.814377  51.706  0.783210  52.853  0.774870
1.2939  44.793   4.747  49.935  0.814377  51.778  0.783210  52.919  0.774924
1.3141  44.834   4.688  49.990  0.814377  51.852  0.783210  52.985  0.774989
1.3343  44.875   4.631  50.046  0.814377  51.927  0.783210  53.055  0.775054
1.3545  44.915   4.574  50.100  0.814377  51.999  0.783210  53.118  0.775117
1.3747  44.955   4.519  50.156  0.814377  52.075  0.783210  53.187  0.775178
1.3949  44.994   4.465  50.212  0.814377  52.151  0.783210  53.254  0.775246
1.4151  45.033   4.412  50.270  0.814377  52.230  0.783210  53.324  0.775316
1.4353  45.071   4.360  50.329  0.814377  52.313  0.783210  53.399  0.775385
1.4555  45.108   4.309  50.393  0.814377  52.405  0.783210  53.486  0.775453
1.4757  45.145   4.258  50.459  0.814377  52.504  0.783210  53.581  0.775519
1.4959  45.182   4.209  50.527  0.814377  52.608  0.783210  53.682  0.775604
1.5162  45.218   4.161  50.592  0.814377  52.709  0.783210  53.780  0.775691
1.5364  45.253   4.113  50.654  0.814377  52.805  0.783210  53.873  0.775776
1.5566  45.288   4.067  50.709  0.814377  52.891  0.783210  53.956  0.775860
1.5768  45.323   4.021  50.763  0.814377  52.976  0.783210  54.036  0.775942
1.5970  45.357   3.976  50.817  0.814377  53.062  0.783210  54.118  0.776018
1.6172  45.391   3.932  50.873  0.814377  53.154  0.783210  54.205  0.776086
1.6374  45.424   3.888  50.928  0.814377  53.244  0.783210  54.287  0.776154
1.6576  45.457   3.846  50.986  0.814377  53.341  0.783210  54.376  0.776220
1.6778  45.489   3.804  51.045  0.814377  53.441  0.783210  54.470  0.776286
1.6980  45.521   3.763  51.107  0.814377  53.552  0.783210  54.577  0.776350
1.7182  45.552   3.723  51.157  0.814377  53.645  0.783210  54.664  0.776407
1.7384  45.584   3.683  51.221  0.814377  53.756  0.783210  54.766  0.776461
1.7586  45.615   3.644  51.281  0.814377  53.868  0.783210  54.873  0.776514
1.7788  45.645   3.606  51.338  0.814377  53.976  0.783210  54.976  0.776566
1.7990  45.675   3.568  51.395  0.814377  54.094  0.783210  55.094  0.776618
1.8192  45.705   3.531  51.449  0.814377  54.212  0.783210  55.217  0.776668
1.8394  45.734   3.494  51.503  0.814377  54.327  0.783210  55.334  0.776740
1.8596  45.764   3.459  51.556  0.814377  54.433  0.783210  55.435  0.776931
1.8798  45.792   3.423  51.608  0.814377  54.530  0.783210  55.521  0.777118
1.9000  45.821   3.389  51.651  0.814377  54.601  0.783210  55.577  0.777303
1.9202  45.849   3.355  51.691  0.814377  54.670  0.783210  55.633  0.777484
1.9404  45.877   3.321  51.732  0.814377  54.739  0.783210  55.693  0.777662
1.9606  45.904   3.288  51.768  0.814377  54.803  0.783210  55.748  0.777838
1.9808  45.932   3.256  51.802  0.814377  54.861  0.783210  55.798  0.778010
2.0010  45.959   3.224  51.834  0.814377  54.912  0.783210  55.839  0.778134
