000291,ASW00051ld,,jasonjason,7,200,0.5,1.0
000474,ASW0002dx7,,jasonjason,8,200,0.5,1.0
000896,ASW0002k40,,Capella05,8,200,0.5,1.0
000899,ASW0002k40,,Capella05,8,200,0.5,1.0
001447,ASW0004dv8,,jasonjason,8,200,0.36,1.03
001750,ASW00024id,,Tom Collett,8,200,0.5,1.0
001774,ASW00024id,,jasonjason,12,200,0.5,1.0
002026,ASW00024id,,psaha,8,200,0.5,1.0
002030,ASW00024id,,psaha,8,200,0.5,1.0
002125,ASW0004iye,,jasonjason,11,200,0.5,1.0
002131,ASW0004iye,,jasonjason,9,200,0.5,1.0
002132,ASW0004iye,,jasonjason,9,200,0.5,1.0
002133,ASW00024id,,Budgieye,8,200,0.5,1.0
002141,ASW0004iye,,jasonjason,9,200,0.5,1.0
002142,ASW0004iye,,jasonjason,9,200,0.5,1.0
002248,ASW0002asp,,Capella05,8,200,0.5,1.0
002360,ASW0004iye,,psaha,8,200,0.5,1.0
002421,ASW0002asp,,jon273,8,200,0.5,1.0
002478,ASW0003r61,,Capella05,8,200,0.5,1.0
002481,ASW0003r61,,jon273,8,200,0.5,1.0
003972,ASW0002asp,,psaha,12,200,0.5,1.0
004506,ASW0004dv8,,c_cld,8,200,0.5,1.0
004516,ASW0004dv8,,Capella05,8,200,0.5,1.0
004531,ASW0004dv8,,c_cld,10,200,0.2,0.7
004535,ASW0004dv8,,c_cld,11,200,0.2,0.68
004536,ASW0004dv8,,c_cld,11,200,0.2,0.68
004538,ASW0004dv8,,c_cld,9,200,0.2,0.7
004539,ASW0004dv8,,c_cld,9,200,0.2,0.7
004543,ASW0004dv8,,c_cld,9,200,0.2,0.6
004544,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004550,ASW0004dv8,,Budgieye,8,200,0.2,2.0
004552,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004553,ASW0004dv8,,Budgieye,8,200,0.2,1.0
004554,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004560,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004568,ASW0004dv8,,Capella05,8,200,0.5,1.0
004570,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004571,ASW0004dv8,,Budgieye,8,200,0.2,1.0
004585,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004617,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004625,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004628,ASW0004dv8,,c_cld,9,200,0.25,0.65
004648,ASW0004dv8,,Capella05,9,200,0.5,1.0
004681,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004686,ASW0004dv8,,Capella05,8,200,0.5,1.0
004705,ASW0004dv8,,c_cld,11,200,0.25,0.65
004711,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004713,ASW0004dv8,,c_cld,11,200,0.25,0.65
004737,ASW0004dv8,,Capella05,8,200,0.5,1.0
004741,ASW0004dv8,,c_cld,11,200,0.25,0.65
004755,ASW0004dv8,,c_cld,11,200,0.25,0.65
004758,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004809,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004827,ASW0004dv8,,ElisabethB,8,200,0.5,1.0
004836,ASW0004dv8,,Budgieye,8,200,0.5,1.0
004849,ASW0004dv8,,c_cld,8,200,0.24,1.1
004850,ASW0004dv8,,Khalila RedBird,8,200,0.5,1.0
004853,ASW0004dv8,,Khalila RedBird,8,200,0.5,1.0
004865,ASW0004dv8,,ElisabethB,8,200,0.1,1.0
004870,ASW0004dv8,,c_cld,11,200,0.3,1.4
004871,ASW0004dv8,,c_cld,11,200,0.5,1.0
004879,ASW0004dv8,,c_cld,9,200,0.3,1.2
004902,ASW0004dv8,,c_cld,11,200,0.5,1.0
004916,ASW0004dv8,,c_cld,10,200,0.3,0.84
004965,ASW0004dv8,,c_cld,11,200,0.32,2.0
004979,ASW0004dv8,,c_cld,11,200,0.32,2.0
005068,ASW0006e0o,,c_cld,8,200,0.5,1.0
005075,ASW0006e0o,,c_cld,8,200,0.2,0.8
005088,ASW0006e0o,,c_cld,10,200,0.3,0.5
005130,ASW0004dv8,,KhalilaRedBird,8,200,0.5,1.0
005237,ASW0004dv8,,Capella05,8,200,0.5,1.0
005310,ASW0004dv8,,c_cld,12,200,0.3,2.0
005505,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005515,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005520,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005523,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005527,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005529,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005593,ASW0004dv8,,Capella05,12,200,0.5,1.0
005594,ASW0004dv8,,Capella05,12,200,0.5,1.0
005653,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
005811,ASW0004dv8,,c_cld,12,200,0.36,1.1
006437,ASW0006a07,,c_cld,12,200,0.38,0.76
006479,ASW0004dv8,,ElisabethB,12,200,0.5,1.0
006691,ASW0004dv8,,jasonjason,8,200,0.5,1.0
006694,ASW0004dv8,,jasonjason,11,200,0.5,1.0
006696,ASW0004dv8,,jasonjason,11,200,0.5,1.0
006709,ASW0004iye,,c_cld,12,200,0.3,0.9
006767,ASW00047ae,,c_cld,8,200,0.5,1.0
006771,ASW00047ae,,c_cld,8,200,0.5,1.0
006784,ASW00047ae,,c_cld,10,200,0.5,0.9
006789,ASW00047ae,,c_cld,11,200,0.5,0.9
006790,ASW00047ae,,c_cld,12,200,0.5,0.9
006792,ASW00047ae,,c_cld,11,200,0.5,0.9
007040,ASW0004dv8,,c_cld,12,300,0.25,0.7
007081,ASW0004dv8,,Budgieye,12,200,0.5,1.0
007084,ASW0004dv8,,Budgieye,8,200,0.5,1.0
007118,ASW0004dv8,,c_cld,12,400,0.28,2.0
007185,ASW0004dv8,,c_cld,8,200,0.5,1.0
007189,ASW0004dv8,,test,8,200,0.3,2.0
007193,ASW0004dv8,,c_cld,12,300,0.4,1.0
007195,ASW0004dv8,,c_cld,9,300,0.4,1.0
007200,ASW0004dv8,,c_cld,12,300,0.4,1.0
007202,ASW0004dv8,,c_cld,12,300,0.4,1.8
