gls_ver,pixrad,asw,pixscale,swid,n_models,Mtot_ens_ave,mid,z_src_used,z_lens_used,created_on,Mtot_min,Mtot_min_z_corrected,user,Mtot_ens_ave_z_corrected,lmt_ver,z_lens_actual,type,Mtot_max,Mtot_max_z_corrected
4,12,ASW0001c3j,0.16456,SW43,200,1.77097531637e+12,13252,1.0,0.5,2015-01-28 13:55:19,1.66205577722e+12,2.58468986381e+12,c_cld,2.7540724036e+12,1.6.3,1.0,old,1.89584651846e+12,2.94826163284e+12,
5,12,ASW0008qab,0.16456,----,200,480395835017.0,YE3SNH2S7J,1.0,0.5,2015-07-21 20:59:21,442220807565.0,0.0,c_cld,0.0,2.0.0,0.0,new,511469047751.0,0.0,
5,12,ASW000102p,0.16456,----,200,2.50607358035e+12,WM4H5RZXQZ,1.0,0.5,2015-07-07 09:39:45,2.3188416624e+12,0.0,psaha,0.0,2.0.0,0.0,new,2.68595364298e+12,0.0,
-2,8,ASW0006e0o,0.0,SW51,200,0.0,5068,1.0,0.5,2013-08-06 12:45:18,0.0,0.0,c_cld,0.0,0.0.0,0.0,old,0.0,0.0,
4,8,ASW0004dv8,0.16456,SW01,200,7.26448387887e+12,11214,1.0,0.5,2013-10-28 17:32:30,6.55178790263e+12,0.0,Phil,0.0,1.6.3,0.0,old,8.02096603962e+12,0.0,
4,11,ASW0002qtn,0.16456,SW11,200,604412835633.0,13266,1.0,0.5,2015-01-28 14:29:20,565078759354.0,645718052370.0,c_cld,690665279117.0,1.6.3,0.8,old,655002928587.0,748474806993.0,
4,12,ASW0002qtn,0.16456,SW11,200,563534339734.0,13267,1.0,0.5,2015-01-28 14:32:23,528748585587.0,604203398600.0,c_cld,643953237089.0,1.6.3,0.8,old,600037651655.0,685665736610.0,
4,11,ASW0002dx7,0.16456,SW20,200,2.12332974326e+12,13273,1.0,0.5,2015-01-28 15:11:22,1.93601655531e+12,786650142480.0,c_cld,862760000934.0,1.6.3,0.3,old,2.29652592447e+12,933133779632.0,
4,12,ASW0002dx7,0.16456,SW20,200,1.98888264303e+12,13274,1.0,0.5,2015-01-28 15:18:08,1.86224127516e+12,756673469768.0,c_cld,808130906846.0,1.6.3,0.3,old,2.13580542226e+12,867829169706.0,
-2,10,ASW0006e0o,0.0,SW51,200,4.7719968883e+12,5088,0.5,0.3,2013-08-06 16:06:30,4.32734670845e+12,4.32734670845e+12,c_cld,4.7719968883e+12,0.0.0,0.0,old,5.17801508477e+12,5.17801508477e+12,
5,12,ASW00097xm,0.16456,----,200,919038629450.0,43S62WJQ2F,0.8,0.19,2015-05-01 16:03:44,851556220873.0,851556220873.0,c_cld,919038629450.0,2.0.0,0.0,new,1.00948000333e+12,1.00948000333e+12,
5,12,ASW0002b6m,0.16456,----,200,1.43449505683e+12,QEO6G4TLRO,1.0,0.5,2015-07-14 09:46:18,1.35632009467e+12,0.0,L,0.0,2.0.0,0.0,new,1.52585443678e+12,0.0,
5,11,ASW0000p5i,0.16456,----,200,3.18308854856e+12,DGF4BEHAG6,1.4,0.6,2015-04-30 16:24:04,2.88246555757e+12,2.88246555757e+12,c_cld,3.18308854856e+12,2.0.0,0.0,new,3.46774269096e+12,3.46774269096e+12,
5,12,ASW00097xm,0.16456,----,200,803964375531.0,GG47VKE5TW,0.7,0.19,2015-05-01 15:31:01,739145620808.0,739145620808.0,c_cld,803964375531.0,2.0.0,0.0,new,863095402702.0,863095402702.0,
-2,8,ASW0004dv8,0.0,SW01,200,6.59096135517e+12,5130,1.0,0.5,2013-08-07 02:42:19,5.95335648897e+12,0.0,KhalilaRedBird,0.0,0.0.0,0.0,old,7.39250941245e+12,0.0,
5,8,ASW0008pag,0.16456,SW57,200,5.24796031721e+12,5SXGXQYY6V,1.0,0.5,2015-06-12 18:12:36,4.84349273302e+12,4.71068617836e+12,psaha,5.10406342975e+12,2.0.0,0.7,new,5.66522029548e+12,5.5098823131e+12,
-2,8,ASW0004dv8,0.0,SW01,200,956367801094.0,7185,1.0,0.5,2013-08-23 13:23:21,838653787346.0,0.0,c_cld,0.0,0.0.0,0.0,old,1.05763402877e+12,0.0,
-2,8,ASW0004dv8,0.0,SW01,200,2.77887720189e+12,7189,2.0,0.3,2013-08-23 19:38:48,2.41061462357e+12,0.0,test,0.0,0.0.0,0.0,old,3.10255399222e+12,0.0,
5,12,ASW0006hn5,0.16456,----,200,1.59935630912e+12,ZZVDL5LWAV,0.8,0.37,2015-04-27 17:17:08,1.49904053047e+12,1.49904053047e+12,c_cld,1.59935630912e+12,2.0.0,0.0,new,1.70507300844e+12,1.70507300844e+12,
-2,12,ASW0004dv8,0.0,SW01,300,5.58186791649e+12,7193,1.0,0.4,2013-08-24 09:13:24,5.20694668662e+12,0.0,c_cld,0.0,0.0.0,0.0,old,5.87522199744e+12,0.0,
5,12,ASW0006jh5,0.16456,SW27,200,435197055938.0,GSI5A6JUYX,1.0,0.5,2015-05-11 09:10:36,402423192396.0,391388915967.0,c_cld,423264133812.0,2.0.0,0.7,new,461749403136.0,449088426703.0,
5,12,ASW0008qsm,0.16456,SW29,200,1.83949510176e+12,NVEGH6GN5Z,1.6,0.8,2015-05-12 12:27:03,1.68254689902e+12,1.40859265823e+12,c_cld,1.53998637227e+12,2.0.0,0.8,new,2.01168018323e+12,1.68413607874e+12,
-2,12,ASW0004dv8,0.0,SW01,300,5.53697210388e+12,7200,1.0,0.4,2013-08-24 09:46:23,5.22005801067e+12,0.0,c_cld,0.0,0.0.0,0.0,old,5.9332781759e+12,0.0,
-2,12,ASW0004dv8,0.0,SW01,300,4.28431716691e+12,7202,1.8,0.4,2013-08-24 10:14:54,3.95881261724e+12,3.95881261724e+12,c_cld,4.28431716691e+12,0.0.0,0.0,old,4.59853930733e+12,4.59853930733e+12,
5,8,ASW0007sez,0.16456,SW54,200,2.81624443489e+12,SI4ELBAKL2,1.0,0.5,2015-04-29 17:06:08,2.50088832088e+12,1.68719109065e+12,ElisabethB,1.89994190462e+12,2.0.0,0.5,new,3.23382669044e+12,2.18165822729e+12,
5,12,ASW0005mp6,0.16456,----,200,1.02429376185e+12,4YZYCJGYPN,1.0,0.5,2015-04-24 16:07:48,939932073881.0,0.0,c_cld,0.0,2.0.0,0.0,new,1.10663537529e+12,0.0,
-2,11,ASW0004dv8,0.0,SW01,200,2.66216779971e+12,4741,0.65,0.25,2013-08-04 18:40:56,2.53504689855e+12,2.53504689855e+12,c_cld,2.66216779971e+12,0.0.0,0.0,old,2.87011228648e+12,2.87011228648e+12,
5,12,ASW0004nan,0.16456,SW15,200,1.51135483019e+12,4UFEW5R5W3,1.0,0.5,2015-05-12 20:10:59,1.39098329723e+12,565190006226.0,c_cld,614099858415.0,2.0.0,0.3,new,1.62188813489e+12,659012201571.0,
5,10,ASW000096t,0.16456,SW36,200,1.61603202896e+12,7IPP7LWVOF,1.0,0.5,2015-04-26 13:15:54,1.47767104622e+12,795727122700.0,Capella05,870234630288.0,2.0.0,0.4,new,1.73506701873e+12,934335074125.0,
4,11,ASW0009ab8,0.16456,SW22,200,2.27646839103e+12,11332,1.0,0.5,2013-11-20 12:01:49,2.15534931167e+12,1.16065744847e+12,c_cld,1.22588017633e+12,1.6.3,0.4,old,2.41569564132e+12,1.30085416974e+12,
4,12,ASW0009ab8,0.16456,SW22,200,2.119370054e+12,11333,1.0,0.5,2013-11-20 13:15:51,2.01511553086e+12,1.08514143752e+12,c_cld,1.14128258743e+12,1.6.3,0.4,old,2.20613156864e+12,1.1880037373e+12,
4,12,ASW0009ab8,0.16456,SW22,200,2.21757620081e+12,11334,1.0,0.5,2013-11-20 15:03:33,2.13124766695e+12,1.14767869216e+12,c_cld,1.19416668151e+12,1.6.3,0.4,old,2.3259415269e+12,1.25252150233e+12,
3,12,ASW0004dv8,0.16456,SW01,300,5.21607190342e+12,7242,1.1,0.4,2013-08-24 16:35:18,4.91315820042e+12,4.91315820042e+12,c_cld,5.21607190342e+12,1.6.1,0.0,old,5.6039416063e+12,5.6039416063e+12,
5,12,ASW0008qab,0.16456,----,200,441330979423.0,KWJWJZYPY6,1.0,0.5,2015-07-21 21:33:37,408448612510.0,0.0,c_cld,0.0,2.0.0,0.0,new,470001857512.0,0.0,
5,11,ASW0002e7v,0.16456,----,200,1.17761664161e+12,EVTAGNFHLH,1.0,0.5,2015-05-01 19:29:40,1.08139756582e+12,0.0,c_cld,0.0,2.0.0,0.0,new,1.29037882048e+12,0.0,
5,12,ASW0002bmc,0.16456,SW10,200,657331154767.0,VQYCYNONVW,1.0,0.5,2015-07-15 13:15:20,608668610015.0,695528371738.0,L,751135281572.0,2.0.0,0.8,new,709392786596.0,810626343573.0,
4,12,ASW0001ld7,0.16456,SW19,200,357868201663.0,13397,1.0,0.5,2015-01-29 17:27:21,328447297130.0,90284744768.4,c_cld,98372066173.8,1.6.3,0.2,old,378722591818.0,104104594067.0,
5,8,ASW0000w54,0.16456,----,200,2.42728497604e+12,JE3O2HRDRJ,1.0,0.5,2015-07-10 14:04:15,2.11295609522e+12,0.0,L,0.0,2.0.0,0.0,new,2.78903667516e+12,0.0,
5,12,ASW0002dx7,0.16456,SW20,200,2.17343366921e+12,YV2RNZLTBX,1.0,0.5,2015-06-12 19:51:49,2.07832540179e+12,844473653362.0,c_cld,883118432464.0,2.0.0,0.3,new,2.31895657254e+12,942247892036.0,
3,12,ASW0004dv8,0.16456,SW01,300,5.24356412503e+12,7258,1.1,0.4,2013-08-24 17:54:23,4.91556633596e+12,4.91556633596e+12,c_cld,5.24356412503e+12,1.6.1,0.0,old,5.63323339558e+12,5.63323339558e+12,
5,12,ASW0008qab,0.16456,----,200,421448160458.0,RRVJ4BKGDS,1.0,0.5,2015-07-21 20:34:38,393489842842.0,0.0,c_cld,0.0,2.0.0,0.0,new,453729920087.0,0.0,
4,11,ASW00050sk,0.16456,SW24,200,679376534780.0,13406,1.0,0.5,2015-01-29 18:50:37,614630367312.0,597777458477.0,c_cld,660748312983.0,1.6.3,0.7,old,748950969806.0,728415045961.0,
5,8,ASW0001hpf,0.16456,----,200,1.81579859143e+12,X2XNJLZM4T,1.0,0.5,2015-07-10 13:08:48,1.60790876448e+12,0.0,L,0.0,2.0.0,0.0,new,2.0476699835e+12,0.0,
4,11,ASW0004nan,0.16456,SW15,200,798408795761.0,13410,1.0,0.5,2015-01-30 13:54:38,734822400666.0,298576034691.0,c_cld,324412718073.0,1.6.3,0.3,old,855843334744.0,347749754189.0,
4,8,ASW0004dv8,0.16456,SW01,200,5.95429875364e+12,11363,1.0,0.5,2013-11-23 12:16:12,5.22737400334e+12,0.0,Capella05,0.0,1.6.3,0.0,old,6.64871109866e+12,0.0,
5,10,ASW00021r0,0.16456,SW31,200,4.1336078061e+12,SYTNGELH3Q,1.0,0.5,2015-05-02 17:24:01,3.83055924459e+12,3.72552690455e+12,Capella05,4.02026600064e+12,2.0.0,0.7,new,4.49586276879e+12,4.37258808305e+12,
4,8,ASW0004dv8,0.16456,SW01,200,6.97061988723e+12,11365,1.0,0.5,2013-11-23 13:00:29,6.16213537273e+12,0.0,Capella05,0.0,1.6.3,0.0,old,7.8066701997e+12,0.0,
4,8,ASW0004dv8,0.16456,SW01,200,7.18704207207e+12,11366,1.0,0.5,2013-11-23 13:36:50,6.37060097439e+12,0.0,Capella05,0.0,1.6.3,0.0,old,8.04227930994e+12,0.0,
4,12,ASW0004dv8,0.16456,SW01,200,4.38427349179e+12,11367,1.0,0.5,2013-11-23 13:46:12,4.08983311466e+12,0.0,Capella05,0.0,1.6.3,0.0,old,4.72639225534e+12,0.0,
4,12,ASW0004dv8,0.16456,SW01,200,4.38622946175e+12,11368,1.0,0.5,2013-11-23 13:57:27,4.14819800084e+12,0.0,Capella05,0.0,1.6.3,0.0,old,4.61111923554e+12,0.0,
4,12,ASW0004dv8,0.16456,SW01,300,7.86910128266e+12,11369,1.0,0.5,2013-11-23 14:04:13,7.40149022525e+12,0.0,Capella05,0.0,1.6.3,0.0,old,8.56545259641e+12,0.0,
4,12,ASW0004dv8,0.16456,SW01,200,3.78152350174e+12,11370,1.0,0.5,2013-11-23 14:12:28,3.57210660043e+12,0.0,Capella05,0.0,1.6.3,0.0,old,4.01184735834e+12,0.0,
4,12,ASW0004dv8,0.16456,SW01,300,5.03225946547e+12,11371,1.0,0.5,2013-11-23 14:25:16,4.75896176412e+12,0.0,Capella05,0.0,1.6.3,0.0,old,5.35836682541e+12,0.0,
4,12,ASW0004dv8,0.16456,SW01,200,3.65161323539e+12,11372,1.0,0.5,2013-11-23 14:34:06,3.4653159813e+12,0.0,Capella05,0.0,1.6.3,0.0,old,3.88457454518e+12,0.0,
4,12,ASW0009bp2,0.16456,SW16,200,2.23321682592e+12,13421,1.0,0.5,2015-01-30 17:55:20,2.05191364132e+12,1.10495725148e+12,c_cld,1.20258917152e+12,1.6.3,0.4,old,2.36775031415e+12,1.27503557003e+12,
4,12,ASW0004dv8,0.16456,SW01,300,7.96456502843e+12,11374,1.0,0.5,2013-11-23 14:56:03,7.40839152558e+12,0.0,Capella05,0.0,1.6.3,0.0,old,8.47831028034e+12,0.0,
4,8,ASW0004dv8,0.16456,SW01,200,5.94025386416e+12,11375,1.0,0.5,2013-11-23 16:27:35,5.32760616601e+12,0.0,rafik,0.0,1.6.3,0.0,old,6.75051193728e+12,0.0,
4,10,ASW0006jh5,0.16456,SW27,200,685751558894.0,13427,1.0,0.5,2015-01-30 21:35:31,606285109455.0,589661024116.0,c_cld,666948536589.0,1.6.3,0.7,old,742092285810.0,721744424224.0,
4,12,ASW0006jh5,0.16456,SW27,200,573034156547.0,13428,1.0,0.5,2015-01-30 21:36:59,533556037666.0,518926153203.0,c_cld,557321798496.0,1.6.3,0.7,old,616554940586.0,599649260753.0,
-2,8,ASW0004dv8,0.0,SW01,200,7.42006215089e+12,5237,1.0,0.5,2013-08-07 17:40:45,6.31507780139e+12,0.0,Capella05,0.0,0.0.0,0.0,old,8.4402708587e+12,0.0,
5,11,ASW0001c3j,0.16456,SW43,200,2.0913516559e+12,Q7LF3QLRU6,1.0,0.5,2015-05-13 17:17:04,1.91591820969e+12,2.97947544503e+12,c_cld,3.25229483918e+12,2.0.0,1.0,new,2.27473519762e+12,3.53747755565e+12,
4,8,ASW0008wmr,0.16456,SW40,200,1.68030116123e+12,13445,1.0,0.5,2015-04-17 13:59:39,1.4982851482e+12,0.0,psrk,0.0,1.6.3,0.0,old,1.8752066119e+12,0.0,
4,8,ASW0008wmr,0.16456,SW40,200,1.69122357814e+12,13448,1.0,0.5,2015-04-17 14:03:39,1.49339539702e+12,0.0,psrk,0.0,1.6.3,0.0,old,1.85762925408e+12,0.0,
4,11,ASW000619d,0.16456,SW02,200,1.18017000603e+12,11416,1.0,0.5,2013-11-28 10:35:37,1.08980643087e+12,1.05992439216e+12,c_cld,1.14781023571e+12,1.6.3,0.7,old,1.26674385083e+12,1.23201026171e+12,
4,12,ASW000619d,0.16456,SW02,200,1.1908654928e+12,11418,1.0,0.5,2013-11-28 10:46:48,1.10176652837e+12,1.07155654876e+12,c_cld,1.15821245667e+12,1.6.3,0.7,old,1.28980433808e+12,1.25443844e+12,
4,12,ASW000619d,0.16456,SW02,200,1.26875897312e+12,11419,1.0,0.5,2013-11-28 11:00:42,1.1789087692e+12,1.14658358146e+12,c_cld,1.23397013019e+12,1.6.3,0.7,old,1.35254934724e+12,1.31546300713e+12,
4,12,ASW000619d,0.16456,SW02,200,1.3227662191e+12,11421,1.0,0.5,2013-11-28 11:16:38,1.21889780796e+12,1.18547613742e+12,c_cld,1.28649651997e+12,1.6.3,0.7,old,1.43938262126e+12,1.39991534892e+12,
3,12,ASW00024id,0.16456,SW45,200,3.15204428333e+12,8048,1.0,0.5,2013-09-03 08:13:29,2.9874458429e+12,3.41376786741e+12,c_cld,3.60185524925e+12,1.6.1,0.8,old,3.29064394589e+12,3.7602337101e+12,
5,12,ASW0009cox,0.16456,----,200,1.79691635367e+12,CLH5R3M5SP,1.0,0.5,2015-04-26 15:13:39,1.63738593495e+12,0.0,ElisabethB,0.0,2.0.0,0.0,new,1.92492610421e+12,0.0,
4,8,ASW0004dv8,0.16456,SW01,200,7.47894372446e+12,9381,1.0,0.5,2013-09-14 19:16:30,6.76836224489e+12,0.0,ElisabethB,0.0,1.6.3,0.0,old,8.19909336727e+12,0.0,
3,12,ASW0004dv8,0.16456,SW01,300,4.82772335403e+12,7334,1.0,0.5,2013-08-25 10:03:13,4.58670566609e+12,0.0,psaha,0.0,1.6.1,0.0,old,5.04288868065e+12,0.0,
3,12,ASW0004dv8,0.16456,SW01,200,4.3442011161e+12,7335,1.0,0.5,2013-08-25 10:05:03,4.11364627637e+12,0.0,Capella05,0.0,1.6.1,0.0,old,4.67797589147e+12,0.0,
5,12,ASW0009cjs,0.16456,SW04,200,2.00265348175e+13,NJ5CC5YJAQ,1.0,0.5,2015-07-17 11:06:01,1.86522203667e+13,1.25834727447e+13,L,1.35106357363e+13,2.0.0,0.5,new,2.1560401811e+13,1.45454387317e+13,
5,12,ASW0004nan,0.16456,SW15,200,586459101255.0,SIXSETQH4U,0.9,0.3,2015-05-13 08:16:11,536756612378.0,424917018861.0,c_cld,464263405876.0,2.0.0,0.3,new,634828057973.0,502554117941.0,
3,12,ASW0004dv8,0.16456,SW01,200,3.76190649965e+12,7350,1.0,0.5,2013-08-25 13:20:16,3.48285442707e+12,0.0,Capella05,0.0,1.6.1,0.0,old,3.97696526508e+12,0.0,
-2,12,ASW0004dv8,0.0,SW01,200,2.04403579201e+12,5310,2.0,0.3,2013-08-08 17:39:33,1.91166918013e+12,1.91166918013e+12,c_cld,2.04403579201e+12,0.0.0,0.0,old,2.15130446855e+12,2.15130446855e+12,
5,12,ASW00024id,0.16456,SW45,200,7.21896155228e+12,EL3RTBLAWB,1.2,0.76,2015-04-28 10:51:43,6.80172839408e+12,4.33379370515e+12,c_cld,4.59963825669e+12,2.0.0,0.8,new,7.65493238358e+12,4.87742171625e+12,
5,11,ASW000066w,0.16456,----,200,1.34735672848e+12,6L6NTZUFHP,1.0,0.5,2015-04-29 10:43:28,1.19666946653e+12,0.0,c_cld,0.0,2.0.0,0.0,new,1.47164351936e+12,0.0,
5,8,ASW0000h2m,0.16456,----,200,4.67917580123e+12,QHOL7JWYFV,1.0,0.5,2015-07-06 13:50:37,4.00796643473e+12,0.0,rafik,0.0,2.0.0,0.0,new,5.27934888795e+12,0.0,
4,12,ASW000619d,0.16456,SW02,200,1.56371086674e+12,11486,1.0,0.5,2013-12-10 18:13:39,1.50271719772e+12,1.46151331766e+12,Phil,1.52083456566e+12,1.6.3,0.7,old,1.65356497557e+12,1.60822491223e+12,
4,8,ASW000619d,0.16456,SW02,200,2.65200489988e+12,11489,1.0,0.5,2013-12-10 18:23:03,2.4152003535e+12,2.34897656512e+12,psaha,2.57928802941e+12,1.6.3,0.7,old,2.9076296744e+12,2.82790367901e+12,
3,12,ASW00024id,0.16456,SW45,200,2.89812704248e+12,8059,1.0,0.5,2013-09-03 09:13:17,2.76014963544e+12,3.15403546381e+12,c_cld,3.31170287046e+12,1.6.1,0.8,old,3.05732830571e+12,3.49362287351e+12,
5,12,ASW0008qab,0.16456,----,200,426833934459.0,2GQJURWGZM,1.0,0.5,2015-07-22 13:21:42,399669051415.0,0.0,c_cld,0.0,2.0.0,0.0,new,452812258979.0,0.0,
5,12,ASW00042d9,0.16456,----,200,1.80589870507e+12,2KKAJDVL6U,1.0,0.48,2015-05-05 14:15:46,1.66711041281e+12,0.0,c_cld,0.0,2.0.0,0.0,new,1.97644372643e+12,0.0,
3,12,ASW0004dv8,0.16456,SW01,300,7.95579353779e+12,7403,1.0,0.5,2013-08-25 18:13:11,7.35253014617e+12,0.0,c_cld,0.0,1.6.1,0.0,old,8.47538201664e+12,0.0,
3,12,ASW0004dv8,0.16456,SW01,300,5.3569854725e+12,7405,1.1,0.4,2013-08-25 18:23:01,5.0450133279e+12,5.0450133279e+12,c_cld,5.3569854725e+12,1.6.1,0.0,old,5.66712483507e+12,5.66712483507e+12,
-2,11,ASW0004dv8,0.0,SW01,200,4.13566694757e+12,6696,1.0,0.5,2013-08-16 20:51:21,3.83954956511e+12,0.0,jasonjason,0.0,0.0.0,0.0,old,4.4081655003e+12,0.0,
5,12,ASW0002dx7,0.16456,SW20,200,2.12404859771e+12,FSWEUNRWOQ,1.0,0.5,2015-06-12 14:30:55,2.0183250094e+12,820094049226.0,c_cld,863052088803.0,2.0.0,0.3,new,2.22332256249e+12,903389491044.0,
4,10,ASW00024id,0.16456,SW45,200,3.92430328011e+12,13557,1.0,0.5,2015-04-21 10:57:36,3.58498800047e+12,4.09658199165e+12,c_cld,4.48431909534e+12,1.6.3,0.8,old,4.30962127962e+12,4.92462371494e+12,
4,11,ASW00024id,0.16456,SW45,200,3.80027260357e+12,13560,1.0,0.5,2015-04-21 11:14:16,3.53928504277e+12,4.04435701532e+12,c_cld,4.34258868066e+12,1.6.3,0.8,old,4.04586843693e+12,4.62323214949e+12,
4,11,ASW00024id,0.16456,SW45,200,3.57978568658e+12,13561,1.0,0.5,2015-04-21 11:17:58,3.30461872911e+12,3.77620275805e+12,c_cld,4.09063728406e+12,1.6.3,0.8,old,3.83349603087e+12,4.3805532412e+12,
4,11,ASW00024id,0.16456,SW45,200,3.64573266709e+12,13562,1.0,0.5,2015-04-21 11:24:09,3.32162656055e+12,3.79563768391e+12,c_cld,4.16599519675e+12,1.6.3,0.8,old,3.90536769299e+12,4.46268131436e+12,
3,12,ASW0004dv8,0.16456,SW01,200,3.76396053852e+12,7421,1.0,0.5,2013-08-26 09:30:09,3.60443782651e+12,0.0,Capella05,0.0,1.6.1,0.0,old,4.03804795658e+12,0.0,
3,12,ASW0004dv8,0.16456,SW01,300,5.04730287003e+12,7422,1.0,0.5,2013-08-26 15:55:59,4.69481294728e+12,0.0,Phil,0.0,1.6.1,0.0,old,5.42529777637e+12,0.0,
-1,8,ASW0002k40,0.0,SW44,200,1.15513913643e+13,896,1.0,0.5,2013-06-13 17:03:52,1.00028314717e+13,5.38653330602e+12,Capella05,6.22043413316e+12,,0.4,old,1.26803834485e+13,6.82839733644e+12,
3,12,ASW0004dv8,0.16456,SW01,300,4.98628142787e+12,7432,0.7,0.4,2013-08-26 17:02:51,4.69739431846e+12,4.69739431846e+12,c_cld,4.98628142787e+12,1.6.1,0.0,old,5.35248062593e+12,5.35248062593e+12,
5,12,ASW0005mp6,0.16456,----,200,1.03798812112e+12,O2IUZZQD7A,1.0,0.5,2015-04-24 17:01:10,968658582940.0,0.0,c_cld,0.0,2.0.0,0.0,new,1.10231616741e+12,0.0,
5,12,ASW0009ah7,0.16456,----,200,1.56402210183e+13,CP77WIBRJ2,0.6,0.43,2015-05-20 12:42:56,1.44933729363e+13,1.44933729363e+13,c_cld,1.56402210183e+13,2.0.0,0.0,new,1.67785990041e+13,1.67785990041e+13,
5,11,ASW00097xm,0.16456,----,200,977127562806.0,C6H3MBX3CI,0.6,0.19,2015-05-01 14:16:31,894696210257.0,894696210257.0,c_cld,977127562806.0,2.0.0,0.0,new,1.04818739557e+12,1.04818739557e+12,
4,12,ASW0006a07,0.16456,SW52,200,1.92556632682e+12,13589,1.1,0.6,2015-04-26 09:47:17,1.80885099476e+12,1.80885099476e+12,c_cld,1.92556632682e+12,1.6.3,0.0,old,2.09363814129e+12,2.09363814129e+12,
5,10,ASW0002owo,0.16456,----,200,1.83461708793e+12,LUDI4PUDNO,0.7,0.33,2015-05-02 14:45:47,1.675373423e+12,1.675373423e+12,c_cld,1.83461708793e+12,2.0.0,0.0,new,1.96320635139e+12,1.96320635139e+12,
5,12,ASW0000e28,0.16456,----,200,1.9249747438e+12,KAOIMYEL7D,1.0,0.5,2015-07-14 13:23:54,1.77966005344e+12,0.0,L,0.0,2.0.0,0.0,new,2.0597291433e+12,0.0,
4,10,ASW00024id,0.16456,SW45,200,2.68652566145e+12,13599,1.3,0.66,2015-04-26 20:50:22,2.47383938441e+12,2.30411979839e+12,c_cld,2.50221457562e+12,1.6.3,0.8,old,2.94775021476e+12,2.74551762468e+12,
4,12,ASW00024id,0.16456,SW45,200,2.35964589189e+12,13600,1.3,0.66,2015-04-26 20:53:58,2.19154092416e+12,2.04118863341e+12,c_cld,2.19776063513e+12,1.6.3,0.8,old,2.52592456483e+12,2.35263163637e+12,
5,12,ASW0000h2m,0.16456,----,200,2.87690198929e+12,2LPJNLJ5FH,1.0,0.5,2015-07-06 13:54:23,2.70944020306e+12,0.0,Lucy,0.0,2.0.0,0.0,new,3.00824851025e+12,0.0,
3,12,ASW0004dv8,0.16456,SW01,300,5.09754023226e+12,7459,0.7,0.4,2013-08-26 17:19:32,4.78185542883e+12,4.78185542883e+12,c_cld,5.09754023226e+12,1.6.1,0.0,old,5.37415805773e+12,5.37415805773e+12,
5,10,ASW0005ks6,0.16456,----,200,5.62266491169e+12,I4TFCVDWML,1.0,0.5,2015-05-01 16:19:34,5.00285696547e+12,0.0,c_cld,0.0,2.0.0,0.0,new,6.21067778016e+12,0.0,
4,11,ASW00024id,0.16456,SW45,200,2.65741816156e+12,13606,1.1,0.63,2015-04-26 21:14:25,2.45147382984e+12,2.04859075245e+12,c_cld,2.2206895317e+12,1.6.3,0.8,old,2.86075160437e+12,2.39060650391e+12,
5,9,ASW0008qab,0.16456,----,200,588205925983.0,4WTOAVW7ZW,1.0,0.5,2015-07-21 20:09:19,517622491393.0,0.0,c_cld,0.0,2.0.0,0.0,new,654512529205.0,0.0,
4,10,ASW00024id,0.16456,SW45,200,2.93629708291e+12,13611,1.1,0.63,2015-04-26 21:26:00,2.65894937957e+12,2.22196910443e+12,c_cld,2.45373659603e+12,1.6.3,0.8,old,3.16477238911e+12,2.64466353711e+12,
4,9,ASW00024id,0.16456,SW45,200,3.42138278615e+12,13614,1.1,0.63,2015-04-26 21:41:53,2.95892854158e+12,2.47264872815e+12,c_cld,2.85910175789e+12,1.6.3,0.8,old,3.7040078952e+12,3.09527934941e+12,
4,9,ASW00024id,0.16456,SW45,200,3.58907535558e+12,13615,1.1,0.63,2015-04-26 21:45:40,3.22822368468e+12,2.69768704311e+12,c_cld,2.99923519223e+12,1.6.3,0.8,old,3.91371201742e+12,3.27052002312e+12,
3,12,ASW0004dv8,0.16456,SW01,300,5.10184496529e+12,7479,1.0,0.5,2013-08-26 20:00:40,4.87763193961e+12,0.0,ElisabethB,0.0,1.6.1,0.0,old,5.41421949922e+12,0.0,
5,12,ASW0000p5i,0.16456,----,200,1.19943763392e+12,FYDZNC6QCI,0.8,0.25,2015-04-30 18:16:25,1.08187652617e+12,1.08187652617e+12,c_cld,1.19943763392e+12,2.0.0,0.0,new,1.28826160531e+12,1.28826160531e+12,
5,12,ASW0008qab,0.16456,----,200,451973190124.0,XX434D6LGU,1.0,0.5,2015-07-21 20:47:11,426206303637.0,0.0,c_cld,0.0,2.0.0,0.0,new,486994065921.0,0.0,
5,8,ASW0003s0m,0.16456,SW33,200,1.58900440466e+12,ECXCIRBDUJ,1.0,0.5,2015-06-12 10:34:33,1.39556163454e+12,1.14167328982e+12,psaha,1.29992387387e+12,2.0.0,0.6,new,1.76468231377e+12,1.44364147937e+12,
5,10,ASW0004m3x,0.16456,SW21,200,9.34273553782e+12,VTGDU6KOBA,1.0,0.5,2015-04-26 11:03:39,8.43480091546e+12,5.69042641253e+12,Capella05,6.30295244695e+12,2.0.0,0.5,new,1.01524950887e+13,6.84924597328e+12,
5,12,ASW00018yo,0.16456,----,200,1.03425787775e+12,DU2AKRBJYL,0.7,0.3,2015-05-20 16:55:41,945283648474.0,945283648474.0,c_cld,1.03425787775e+12,2.0.0,0.0,new,1.12993019619e+12,1.12993019619e+12,
